referrer,views_total,views_unique
Google,55,14
github.com,52,7
thorekockerols.eu,10,4
juliapackages.com,4,3
juliaregistries.github.io,2,2
search.brave.com,2,2
Bing,1,1
chatgpt.com,1,1
discourse.julialang.org,1,1
