url_path,views_total,views_unique
/thorek1/MacroModelling.jl/actions/workflows/ci.yml,205,3
/thorek1/MacroModelling.jl,94,45
/thorek1/MacroModelling.jl/actions,50,1
/thorek1/MacroModelling.jl/pulls,18,2
/thorek1/MacroModelling.jl/actions/workflows/documentation.yml,11,1
/thorek1/MacroModelling.jl/tree/main/models,10,7
/thorek1/MacroModelling.jl/actions/workflows/benchmark_push.yml,9,1
/thorek1/MacroModelling.jl/releases,8,6
/thorek1/MacroModelling.jl/actions/runs/21449588443,8,1
/thorek1/MacroModelling.jl/blob/main/src/MacroModelling.jl,7,2
