url_path,views_total,views_unique
/thorek1/MacroModelling.jl/actions/workflows/ci.yml,268,1
/thorek1/MacroModelling.jl/actions,199,1
/thorek1/MacroModelling.jl,117,39
/thorek1/MacroModelling.jl/pulls,45,1
/thorek1/MacroModelling.jl/actions/workflows/benchmark_push.yml,42,1
/thorek1/MacroModelling.jl/actions/workflows/documentation.yml,41,1
/thorek1/MacroModelling.jl/actions/workflows/benchmark.yml,29,1
/thorek1/MacroModelling.jl/pull/234,21,1
/thorek1/MacroModelling.jl/pull/214,17,1
/thorek1/MacroModelling.jl/tree/main/models,16,4
