referrer,views_total,views_unique
Google,32,13
github.com,14,7
thorekockerols.eu,5,3
Bing,4,3
DuckDuckGo,1,1
dsge.net,1,1
juliaregistries.github.io,1,1
teams.public.onecdn.static.microsoft,1,1
