url_path,views_total,views_unique
/thorek1/MacroModelling.jl/actions/workflows/ci.yml,123,2
/thorek1/MacroModelling.jl,72,36
/thorek1/MacroModelling.jl/actions,20,1
/thorek1/MacroModelling.jl/actions/runs/21963273816/job/63446240535,13,1
/thorek1/MacroModelling.jl/tree/main/models,12,6
/thorek1/MacroModelling.jl/actions/runs/22020023410,11,1
/thorek1/MacroModelling.jl/pulls,10,3
/thorek1/MacroModelling.jl/actions/runs/21963273816/job/63446240515,10,1
/thorek1/MacroModelling.jl/actions/runs/21963273816/job/63446240573,8,1
/thorek1/MacroModelling.jl/actions/runs/22072478471,7,1
