url_path,views_total,views_unique
/thorek1/MacroModelling.jl/actions/workflows/ci.yml,194,3
/thorek1/MacroModelling.jl,99,40
/thorek1/MacroModelling.jl/actions,64,1
/thorek1/MacroModelling.jl/pulls,21,2
/thorek1/MacroModelling.jl/actions/workflows/benchmark_push.yml,9,1
/thorek1/MacroModelling.jl/releases,8,6
/thorek1/MacroModelling.jl/actions/runs/21449588443,8,1
/thorek1/MacroModelling.jl/tree/main/models,7,6
/thorek1/MacroModelling.jl/blob/main/src/MacroModelling.jl,7,2
/thorek1/MacroModelling.jl/actions/runs/21468273927,7,1
