referrer,views_total,views_unique
Google,102,14
github.com,44,2
discourse.julialang.org,8,2
Bing,6,1
thorekockerols.eu,5,4
juliapackages.com,5,2
ecosia.org,1,1
dsge.net,1,1
youtube.com,1,1
