referrer,views_total,views_unique
github.com,95,10
Google,84,19
thorekockerols.eu,15,4
dsge.net,5,4
chatgpt.com,2,1
t.co,2,1
juliapackages.com,1,1
youtube.com,1,1
cn.bing.com,1,1
juliaregistries.github.io,1,1
