referrer,views_total,views_unique
github.com,45,3
Google,34,12
thorekockerols.eu,7,3
matyasfarkas.eu,3,1
zenodo.org,2,1
juliaregistries.github.io,1,1
ecosia.org,1,1
youtube.com,1,1
linkedin.com,1,1
