referrer,views_total,views_unique
github.com,115,11
Google,74,17
thorekockerols.eu,15,4
dsge.net,5,4
youtube.com,3,2
chatgpt.com,2,1
juliapackages.com,1,1
cn.bing.com,1,1
juliaregistries.github.io,1,1
