referrer,views_total,views_unique
github.com,18,6
Google,16,6
t.co,9,2
dsge.net,2,2
juliaregistries.github.io,2,2
DuckDuckGo,2,1
Bing,1,1
chatgpt.com,1,1
thorekockerols.eu,1,1
