time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-12 00:00:00+00:00,248,42,23,3
2026-06-13 00:00:00+00:00,554,108,57,7
2026-06-14 00:00:00+00:00,358,76,40,7
2026-06-15 00:00:00+00:00,123,32,5,3
2026-06-16 00:00:00+00:00,45,17,2,2
2026-06-17 00:00:00+00:00,55,18,5,2
2026-06-18 00:00:00+00:00,94,19,8,6
2026-06-19 00:00:00+00:00,215,55,15,4
2026-06-20 00:00:00+00:00,623,89,9,5
2026-06-21 00:00:00+00:00,165,38,5,3
2026-06-22 00:00:00+00:00,332,49,80,8
2026-06-23 00:00:00+00:00,227,46,13,6
2026-06-24 00:00:00+00:00,116,33,15,4
2026-06-25 00:00:00+00:00,181,31,17,10
