time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-18 00:00:00+00:00,11,5,17,8
2025-07-19 00:00:00+00:00,13,7,13,4
2025-07-20 00:00:00+00:00,12,6,2,2
2025-07-21 00:00:00+00:00,52,14,36,5
2025-07-22 00:00:00+00:00,306,65,33,4
2025-07-23 00:00:00+00:00,154,17,35,5
2025-07-24 00:00:00+00:00,14,6,79,5
2025-07-25 00:00:00+00:00,70,34,5,3
2025-07-26 00:00:00+00:00,44,11,9,3
2025-07-27 00:00:00+00:00,177,27,31,2
2025-07-28 00:00:00+00:00,101,17,6,1
2025-07-29 00:00:00+00:00,12,6,8,3
2025-07-30 00:00:00+00:00,17,10,3,3
2025-07-31 00:00:00+00:00,8,8,18,8
