time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-31 00:00:00+00:00,17,10,7,6
2025-11-01 00:00:00+00:00,156,40,69,4
2025-11-02 00:00:00+00:00,291,38,81,6
2025-11-03 00:00:00+00:00,260,51,93,7
2025-11-04 00:00:00+00:00,143,36,27,5
2025-11-05 00:00:00+00:00,138,23,11,4
2025-11-06 00:00:00+00:00,51,20,22,4
2025-11-07 00:00:00+00:00,99,40,13,5
2025-11-08 00:00:00+00:00,42,21,3,3
2025-11-09 00:00:00+00:00,86,24,15,4
2025-11-10 00:00:00+00:00,23,12,9,7
2025-11-11 00:00:00+00:00,199,25,43,11
2025-11-12 00:00:00+00:00,65,14,13,6
2025-11-13 00:00:00+00:00,42,11,28,8
