referrer,views_total,views_unique
Google,72,23
github.com,28,9
thorekockerols.eu,9,2
youtube.com,6,1
83qpmua466bozbcv.ml-d3eb1b62-b5e.devo-prd.inym23.b0.cloudera.site,1,1
juliaregistries.github.io,1,1
search.brave.com,1,1
