time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-14 00:00:00+00:00,237,44,78,11
2026-01-15 00:00:00+00:00,37,21,16,10
2026-01-16 00:00:00+00:00,56,20,25,7
2026-01-17 00:00:00+00:00,145,35,43,6
2026-01-18 00:00:00+00:00,491,82,153,5
2026-01-19 00:00:00+00:00,57,12,16,6
2026-01-20 00:00:00+00:00,12,6,22,8
2026-01-21 00:00:00+00:00,6,5,7,5
2026-01-22 00:00:00+00:00,14,9,25,9
2026-01-23 00:00:00+00:00,136,26,39,7
2026-01-24 00:00:00+00:00,503,78,101,5
2026-01-25 00:00:00+00:00,508,67,126,3
2026-01-26 00:00:00+00:00,352,47,96,7
2026-01-27 00:00:00+00:00,299,71,68,7
