url_path,views_total,views_unique
/thorek1/MacroModelling.jl/actions/workflows/ci.yml,220,3
/thorek1/MacroModelling.jl,98,62
/thorek1/MacroModelling.jl/actions,49,3
/thorek1/MacroModelling.jl/actions/workflows/benchmark_push.yml,22,2
/thorek1/MacroModelling.jl/pull/262/changes,20,1
/thorek1/MacroModelling.jl/pulls,17,5
/thorek1/MacroModelling.jl/actions/workflows/documentation.yml,15,1
/thorek1/MacroModelling.jl/actions/runs/25251760637/job/74044781155,14,2
/thorek1/MacroModelling.jl/actions/runs/25206603340,12,1
/thorek1/MacroModelling.jl/actions/workflows/benchmark.yml,11,1
