url_path,views_total,views_unique
/thorek1/MacroModelling.jl,57,37
/thorek1/MacroModelling.jl/actions/workflows/ci.yml,23,2
/thorek1/MacroModelling.jl/tree/main/models,10,6
/thorek1/MacroModelling.jl/tree/main/src,6,1
/thorek1/MacroModelling.jl/issues,5,3
/thorek1/MacroModelling.jl/actions,5,1
/thorek1/MacroModelling.jl/actions/runs/15086435730/job/42409546789,4,1
/thorek1/MacroModelling.jl/actions/runs/15356938954,4,1
/thorek1/MacroModelling.jl/actions/runs/15365770584,4,1
/thorek1/MacroModelling.jl/tree/github-repo-stats,4,1
