time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-18 00:00:00+00:00,156,23,2,2
2025-08-19 00:00:00+00:00,13,6,8,3
2025-08-20 00:00:00+00:00,135,32,21,5
2025-08-21 00:00:00+00:00,207,44,22,2
2025-08-22 00:00:00+00:00,204,30,34,2
2025-08-23 00:00:00+00:00,19,11,2,2
2025-08-24 00:00:00+00:00,86,14,11,6
2025-08-25 00:00:00+00:00,236,42,23,3
2025-08-26 00:00:00+00:00,345,56,29,4
2025-08-27 00:00:00+00:00,12,6,17,3
2025-08-28 00:00:00+00:00,16,10,3,1
2025-08-29 00:00:00+00:00,14,8,4,3
2025-08-30 00:00:00+00:00,15,9,52,1
2025-08-31 00:00:00+00:00,2,2,7,1
