url_path,views_total,views_unique
/thorek1/MacroModelling.jl,83,36
/thorek1/MacroModelling.jl/actions/workflows/ci.yml,65,2
/thorek1/MacroModelling.jl/actions,46,1
/thorek1/MacroModelling.jl/pulls,35,2
/thorek1/MacroModelling.jl/actions/workflows/benchmark_push.yml,32,1
/thorek1/MacroModelling.jl/actions/workflows/benchmark.yml,20,1
/thorek1/MacroModelling.jl/actions/workflows/documentation.yml,14,1
/thorek1/MacroModelling.jl/tree/main/models,13,6
/thorek1/MacroModelling.jl/releases,13,1
/thorek1/MacroModelling.jl/tags,11,1
