time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-30 00:00:00+00:00,17,10,3.0,3.0
2025-07-31 00:00:00+00:00,21,15,18.0,8.0
2025-08-01 00:00:00+00:00,121,52,7.0,3.0
2025-08-02 00:00:00+00:00,373,61,128.0,3.0
2025-08-03 00:00:00+00:00,100,34,94.0,2.0
2025-08-04 00:00:00+00:00,155,25,42.0,5.0
2025-08-05 00:00:00+00:00,16,9,6.0,6.0
2025-08-06 00:00:00+00:00,44,9,12.0,1.0
2025-08-07 00:00:00+00:00,12,6,4.0,2.0
2025-08-08 00:00:00+00:00,111,23,2.0,2.0
2025-08-09 00:00:00+00:00,57,7,,
2025-08-10 00:00:00+00:00,160,22,14.0,3.0
2025-08-11 00:00:00+00:00,49,11,,
2025-08-12 00:00:00+00:00,4,3,4.0,2.0
