referrer,views_total,views_unique
Google,67,24
github.com,56,12
thorekockerols.eu,9,4
youtube.com,6,3
juliaregistries.github.io,2,2
83qpmua466bozbcv.ml-d3eb1b62-b5e.devo-prd.inym23.b0.cloudera.site,1,1
claude.ai,1,1
dsge.net,1,1
