referrer,views_total,views_unique
github.com,92,8
Google,48,9
thorekockerols.eu,45,3
DuckDuckGo,3,2
juliaregistries.github.io,3,2
Bing,1,1
claude.ai,1,1
search.brave.com,1,1
youtube.com,1,1
zenodo.org,1,1
