referrer,views_total,views_unique
Google,58,21
github.com,40,7
thorekockerols.eu,29,7
search.brave.com,2,1
Bing,1,1
dsge.net,1,1
juliaregistries.github.io,1,1
youtube.com,1,1
zenodo.org,1,1
