url_path,views_total,views_unique
/thorek1/MacroModelling.jl/actions/workflows/ci.yml,228,1
/thorek1/MacroModelling.jl,93,52
/thorek1/MacroModelling.jl/actions,48,1
/thorek1/MacroModelling.jl/actions/workflows/benchmark_push.yml,42,1
/thorek1/MacroModelling.jl/actions/workflows/documentation.yml,33,1
/thorek1/MacroModelling.jl/actions/workflows/benchmark.yml,32,1
/thorek1/MacroModelling.jl/pulls,31,1
/thorek1/MacroModelling.jl/pull/234,23,1
/thorek1/MacroModelling.jl/tree/main/models,19,5
/thorek1/MacroModelling.jl/actions/runs/20953810946,9,1
