referrer,views_total,views_unique
github.com,100,8
thorekockerols.eu,62,4
Google,54,14
juliaregistries.github.io,3,2
DuckDuckGo,2,2
Bing,1,1
claude.ai,1,1
search.brave.com,1,1
zenodo.org,1,1
