referrer,views_total,views_unique
github.com,76,9
Google,57,18
thorekockerols.eu,15,4
dsge.net,6,5
juliaregistries.github.io,3,1
t.co,2,1
cn.bing.com,1,1
zenodo.org,1,1
juliapackages.com,1,1
