time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-23 00:00:00+00:00,136,26,39,7
2026-01-24 00:00:00+00:00,503,78,101,5
2026-01-25 00:00:00+00:00,508,67,126,3
2026-01-26 00:00:00+00:00,352,47,96,7
2026-01-27 00:00:00+00:00,299,71,68,7
2026-01-28 00:00:00+00:00,868,144,183,5
2026-01-29 00:00:00+00:00,488,61,170,7
2026-01-30 00:00:00+00:00,434,68,145,4
2026-01-31 00:00:00+00:00,366,38,31,4
2026-02-01 00:00:00+00:00,498,101,57,5
2026-02-02 00:00:00+00:00,114,28,16,10
2026-02-03 00:00:00+00:00,341,58,36,8
2026-02-04 00:00:00+00:00,252,33,25,2
2026-02-05 00:00:00+00:00,231,34,44,4
