time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-18 00:00:00+00:00,26,11,6,3
2026-07-19 00:00:00+00:00,3,2,0,0
2026-07-20 00:00:00+00:00,51,8,5,5
2026-07-21 00:00:00+00:00,42,12,1,1
2026-07-22 00:00:00+00:00,100,18,4,3
2026-07-23 00:00:00+00:00,35,10,5,5
2026-07-24 00:00:00+00:00,24,13,11,7
2026-07-25 00:00:00+00:00,29,9,2,2
2026-07-26 00:00:00+00:00,178,32,42,5
2026-07-27 00:00:00+00:00,335,36,12,5
2026-07-28 00:00:00+00:00,150,34,6,5
2026-07-29 00:00:00+00:00,275,30,4,3
2026-07-30 00:00:00+00:00,163,26,12,3
2026-07-31 00:00:00+00:00,371,39,7,4
