referrer,views_total,views_unique
Google,51,19
github.com,37,13
juliaregistries.github.io,29,4
thorekockerols.eu,6,2
juliapackages.com,2,1
search.brave.com,2,1
youtube.com,2,1
Baidu,1,1
dsge.net,1,1
statics.teams.cdn.office.net,1,1
