url_path,views_total,views_unique
/thorek1/MacroModelling.jl,45,30
/thorek1/MacroModelling.jl/pull/101,12,1
/thorek1/MacroModelling.jl/actions/workflows/ci.yml,11,2
/thorek1/MacroModelling.jl/tree/main/src,11,2
/thorek1/MacroModelling.jl/tree/main/models,7,6
/thorek1/MacroModelling.jl/actions/runs/15086435730/job/42409546789,5,1
/thorek1/MacroModelling.jl/actions/runs/15439603081,4,1
/thorek1/MacroModelling.jl/actions/runs/15446319356,4,1
/thorek1/MacroModelling.jl/pulls,4,1
/thorek1/MacroModelling.jl/actions,3,1
